Gene	Gene_ID	Locus	Gene_Size	Mut_Freq	Muts_per_Mbp	Mean_Gain	Mean_Loss	Selected	Num_Lists	fmi_cdx_324	fmi_heme_407	tcga_pancan_299	oncokids_170	goal_core_497	resistance_77	tempus_xt_648	pgdx_elio_505	msk_impact_505	trusight_523	profile_447	mayo_neuro_148	chop_solid_309	intogen_568	chop_heme_211	mayo_heme_42	join_all_1396	goal_full_2640	summary
BMPR2	ENSG00000204217	02q33.1-q33.2	12133	0.0419958	3.46	2.6641	1.9475		1														1			1		
CREB1	ENSG00000118260	02q33.3	10398	0.0169524	1.63	2.6422	1.9386		0																		1	A transcription factor, is rarely altered by chromosomal rearrangements in soft tissue sarcomas.
NRP2	ENSG00000118257	02q33.3	10349	0.0326527	3.16	2.6469	1.9396		0																		1	
MAP2	ENSG00000078018	02q34	10320	0.0547101	5.30	2.6267	1.9359		1														1			1	1	
ABCA12	ENSG00000144452	02q35	9830	0.0916008	9.32	2.6050	1.9290		0																		1	
ATIC	ENSG00000138363	02q35	2368	0.0183009	7.73	2.6083	1.9298		1							1										1	1	
CXCR2	ENSG00000180871	02q35	2865	0.00645348	2.25	2.6128	1.9298		1								1									1		
DES	ENSG00000175084	02q35	2279	0.0194568	8.54	2.6088	1.9283		0																		1	
FEV	ENSG00000163497	02q35	1418	0.00366018	2.58	2.6088	1.9290		0																		1	An ETS family transcription factor, is infrequently mutated by chromosomal rearrangement in Ewing's Sarcoma.
FN1	ENSG00000115414	02q35	9180	0.0814872	8.88	2.6081	1.9301		1														1			1	1	
IGFBP2	ENSG00000115457	02q35	1563	0.00924677	5.92	2.6098	1.9306		0																		1	
STK36	ENSG00000163482	02q35	5072	0.0541322	10.67	2.6111	1.9294		0																		1	
WNT10A	ENSG00000135925	02q35	2071	0.0207089	10.00	2.6098	1.9291		0																		1	
WNT6	ENSG00000115596	02q35	1735	0.0203236	11.71	2.6100	1.9291		0																		1	
XRCC5	ENSG00000079246	02q35	3853	0.0321711	8.35	2.6060	1.9294		1											1						1	1	
ACSL3	ENSG00000123983	02q36.1	5739	0.0245617	4.28	2.5964	1.9253		1														1			1	1	
SGPP2	ENSG00000163082	02q36.1	5003	0.0065498	1.31	2.5976	1.9253		0																		1	
FBXO36	ENSG00000153832	02q36.3	3150	0.00712772	2.26	2.5808	1.9198		0																		1	
ALPP	ENSG00000163283	02q37.1	2798	0.362936	129.71	2.5815	1.9138		0																		1	
UGT1A1	ENSG00000241635	02q37.1	4470	0.00645348	1.44	2.5778	1.9112		1							1										1	1	
UGT1A4	ENSG00000244474	02q37.1	2451	0.027355	11.16	2.5775	1.9116		0																		1	
UGT1A9	ENSG00000241119	02q37.1	2391	0.0149297	6.24	2.5777	1.9116		1							1										1		
ACKR3	ENSG00000144476	02q37.3	2023	0.0124254	6.14	2.5831	1.9060		1														1			1	1	
AQP12A	ENSG00000184945	02q37.3	1127	0.0216721	19.23	2.5785	1.8977		0																		1	
COL6A3	ENSG00000163359	02q37.3	10882	0.156714	14.40	2.5825	1.9061		1												1					1	1	
LRRFIP1	ENSG00000124831	02q37.3	7886	0.0269698	3.42	2.5809	1.9051		0																		1	
SEPTIN2	ENSG00000168385	02q37.3	4360	0.00963206	2.21	2.5774	1.8921		0																		1	
CHMP2B	ENSG00000083937	03p11.2	2652	0.00356386	1.34	2.6930	1.8626		0																		1	
VGLL3	ENSG00000206538	03p12.1	11620	0.157484	13.55	2.7034	1.8627		0																		1	
ROBO2	ENSG00000185008	03p12.3	9637	0.0930457	9.66	2.5683	1.8363		0																		1	
MAGI1	ENSG00000151276	03p14.1	8590	0.238297	27.74	2.5452	1.8274		0																		1	
TNNC1	ENSG00000114854	03p21.1	711	0.0027933	3.93	2.5083	1.8075		0																		1	
CACNA2D3	ENSG00000157445	03p21.1-p14.3	4000	0.0334232	8.36	2.5100	1.8142		0																		1	
ARIH2	ENSG00000177479	03p21.31	5123	0.0695434	13.57	2.5032	1.8121		0																		1	
CDC25A	ENSG00000164045	03p21.31	3904	0.0316895	8.12	2.5080	1.8132		0																		1	
DHX30	ENSG00000132153	03p21.31	4381	0.0379503	8.66	2.5059	1.8140		0																		1	
FBXW12	ENSG00000164049	03p21.31	1718	0.022828	13.29	2.5068	1.8131		0																		1	
KLHDC8B	ENSG00000185909	03p21.31	1996	0.0127143	6.37	2.5049	1.8117		0																		1	
LTF	ENSG00000012223	03p21.31	3021	0.0289925	9.60	2.5158	1.8169		0																		1	
MYL3	ENSG00000160808	03p21.31	2335	0.00385282	1.65	2.5092	1.8151		0																		1	
NCKIPSD	ENSG00000213672	03p21.31	3029	0.0161819	5.34	2.5053	1.8125		0																		1	
RBM6	ENSG00000004534	03p21.31	4157	0.1047	25.19	2.5080	1.8099		0																		1	
SLC38A3	ENSG00000188338	03p21.31	3017	0.0157966	5.24	2.5095	1.8106		0																		1	
TCTA	ENSG00000145022	03p21.31	2158	0.00366018	1.70	2.5057	1.8115		0																		1	
CCK	ENSG00000187094	03p22.1	1654	0.00577923	3.49	2.5288	1.8282		0																		1	
NKTR	ENSG00000114857	03p22.1	7698	0.0892892	11.60	2.5275	1.8269		1														1			1		
ZNF620	ENSG00000177842	03p22.1	3311	0.00972838	2.94	2.5356	1.8313		1							1										1		
DLEC1	ENSG00000008226	03p22.2	7050	0.168176	23.85	2.5531	1.8296		0																		1	
GOLGA4	ENSG00000144674	03p22.2	7956	0.0502793	6.32	2.5488	1.8309		0																		1	
ITGA9	ENSG00000144668	03p22.2	8181	0.0261029	3.19	2.5515	1.8311		0																		1	
SCN5A	ENSG00000183873	03p22.2	8732	0.0666538	7.63	2.5467	1.8306		0																		1	
WDR48	ENSG00000114742	03p22.2	4041	0.0136775	3.38	2.5449	1.8313		0																		1	
FBXL2	ENSG00000153558	03p22.3	3887	0.00895781	2.30	2.5658	1.8343		0																		1	
GPD1L	ENSG00000152642	03p22.3	3979	0.00828357	2.08	2.5733	1.8341		0																		1	
OSBPL10	ENSG00000144645	03p23	6648	0.0266808	4.01	2.5698	1.8337		0																		1	
RPL15	ENSG00000174748	03p24.2	5684	0.00606819	1.07	2.5640	1.8360		0																		1	
TOP2B	ENSG00000077097	03p24.2	5629	0.0599114	10.64	2.5715	1.8365		0																		1	
KAT2B	ENSG00000114166	03p24.3	4482	0.0578887	12.92	2.5698	1.8357		0																		1	
SATB1	ENSG00000182568	03p24.3	9154	0.107494	11.74	2.5731	1.8368		1														1			1		
ANKRD28	ENSG00000206560	03p25.1	6894	0.02225	3.23	2.5736	1.8300		0																		1	
FGD5	ENSG00000154783	03p25.1	5983	0.0471008	7.87	2.5948	1.8381		1														1			1		
SH3BP5	ENSG00000131370	03p25.1	4008	0.0392988	9.81	2.5861	1.8378		0																		1	
TMEM43	ENSG00000170876	03p25.1	3278	0.0224427	6.85	2.5909	1.8387		0																		1	
ATG7	ENSG00000197548	03p25.3	5035	0.0387209	7.69	2.5893	1.8348		1														1			1		
CAV3	ENSG00000182533	03p25.3	1430	0.00491235	3.44	2.5891	1.8361		0																		1	
JAGN1	ENSG00000171135	03p25.3	1787	0.00462339	2.59	2.5946	1.8401		0																		1	
LMCD1	ENSG00000071282	03p25.3	8904	0.00963206	1.08	2.5951	1.8399		0																		1	
OGG1	ENSG00000114026	03p25.3	3049	0.0246581	8.09	2.5978	1.8402		1											1						1	1	
SETD5	ENSG00000168137	03p25.3	8256	0.0513389	6.22	2.5965	1.8392		0																			A histone methyltransferase, is infrequently altered by mutation in a variety of human cancers.
SRGAP3	ENSG00000196220	03p25.3	10796	0.0925641	8.57	2.5881	1.8375		1														1			1	1	
SUMF1	ENSG00000144455	03p26.1	2187	0.0186862	8.54	2.5845	1.8377		0																		1	
CHL1	ENSG00000134121	03p26.3	7968	0.0444038	5.57	2.5904	1.8320		0																		1	
ARL13B	ENSG00000169379	03q11.1-q11.2	4027	0.0242728	6.03	2.8286	1.9303		0																		1	
ADGRG7	ENSG00000144820	03q12.2	3271	0.0395877	12.10	2.8330	1.9311		0																		1	
LNP1	ENSG00000206535	03q12.2	1919	0.0449817	23.44	2.8080	1.9321		0																		1	
NFKBIZ	ENSG00000144802	03q12.3	4247	0.0872664	20.55	2.8087	1.9300		1											1						1	1	
CD47	ENSG00000196776	03q13.12	5330	0.00452707	0.85	2.8276	1.9327		0																		1	
CIP2A	ENSG00000163507	03q13.13	4260	0.0312079	7.33	2.8248	1.9324		0																		1	
TIGIT	ENSG00000181847	03q13.31	5728	0.0065498	1.14	2.8315	1.9325		1							1										1		
EAF2	ENSG00000145088	03q13.33	1201	0.00606819	5.05	2.8211	1.9304		0																		1	
FBXO40	ENSG00000163833	03q13.33	5685	0.0339048	5.96	2.8253	1.9344		0																		1	
NR1I2	ENSG00000144852	03q13.33	4600	0.0280293	6.09	2.8244	1.9331		0																		1	
SLC15A2	ENSG00000163406	03q13.33	5535	0.017434	3.15	2.8208	1.9291		0																		1	
CASR	ENSG00000036828	03q13.33-q21.1	10421	0.0559622	5.37	2.8206	1.9323		1							1										1	1	
SEMA5B	ENSG00000082684	03q21.1	5766	0.0573107	9.94	2.8251	1.9339		0																		1	
SLC49A4	ENSG00000138463	03q21.1	3358	0.0281256	8.38	2.8235	1.9332		1							1										1		
KALRN	ENSG00000160145	03q21.1-q21.2	17920	0.130803	7.30	2.8281	1.9351		0																		1	
UMPS	ENSG00000114491	03q21.2	6732	0.0107879	1.60	2.8264	1.9353		1							1										1	1	
ZNF148	ENSG00000163848	03q21.2	9671	0.0419958	4.34	2.8307	1.9350		1														1			1		
CNBP	ENSG00000169714	03q21.3	3347	0.00269698	0.81	2.8409	1.9381		0																		1	
EEFSEC	ENSG00000132394	03q21.3	2233	0.0135812	6.08	2.8366	1.9374		0																		1	
LINC01565	ENSG00000198685	03q21.3	2709	0.354171	130.74	2.8405	1.9388		0																		1	
MCM2	ENSG00000073111	03q21.3	3498	0.0376613	10.77	2.8319	1.9378		0																		1	
PLXNA1	ENSG00000114554	03q21.3	9190	0.17617	19.17	2.8307	1.9372		0																		1	
RAB7A	ENSG00000075785	03q21.3	5481	0.00346754	0.63	2.8411	1.9388		0																		1	
RPN1	ENSG00000163902	03q21.3	2650	0.0100173	3.78	2.8422	1.9386		0																		1	
MRPL3	ENSG00000114686	03q22.1	1845	0.007513	4.07	2.8522	1.9382		0																		1	
PIK3R4	ENSG00000196455	03q22.1	5096	0.0251397	4.93	2.8495	1.9379		0																		1	
TOPBP1	ENSG00000163781	03q22.1	6312	0.0989212	15.67	2.8640	1.9406		1											1						1	1	
CLDN18	ENSG00000066405	03q22.3	3739	0.00895781	2.40	2.9153	1.9451		0																		1	
RASA2	ENSG00000155903	03q23	5748	0.0556733	9.69	2.9437	1.9455		1														1			1	1	
GPR171	ENSG00000174946	03q25.1	1822	0.00577923	3.17	3.0237	1.9468		0																		1	
MBNL1	ENSG00000152601	03q25.1-q25.2	6757	0.0154113	2.28	3.0235	1.9424		0																		1	
ARHGEF26	ENSG00000114790	03q25.2	5452	0.0632826	11.61	3.0257	1.9456		0																		1	
GMPS	ENSG00000163655	03q25.31	8695	0.014737	1.69	3.0295	1.9478		1														1			1	1	
MLF1	ENSG00000178053	03q25.32	2917	0.00741668	2.54	3.0363	1.9478		0																		1	
BCHE	ENSG00000114200	03q26.1	2421	0.0217684	8.99	3.1413	1.9470		0																		1	
ATP11B	ENSG00000058063	03q26.33	7590	0.0317858	4.19	3.2480	1.9505		0																		1	
ABCC5	ENSG00000114770	03q27.1	10575	0.0977654	9.24	3.1861	1.9509		0																		1	
MCCC1	ENSG00000078070	03q27.1	3217	0.0258139	8.02	3.2471	1.9509		0																		1	
POLR2H	ENSG00000163882	03q27.1	1901	0.00317858	1.67	3.1699	1.9504		0																		1	
PSMD2	ENSG00000175166	03q27.1	3106	0.0660759	21.27	3.1693	1.9509		0																		1	
THPO	ENSG00000090534	03q27.1	2596	0.00847621	3.27	3.1698	1.9501		0																		1	
ST6GAL1	ENSG00000073849	03q27.3	4789	0.00857253	1.79	3.1278	1.9444		0																		1	
LPP	ENSG00000145012	03q27.3-q28	22915	0.0344828	1.50	3.1361	1.9380		1														1			1	1	
IL1RAP	ENSG00000196083	03q28	10001	0.0173377	1.73	3.1092	1.9368		0																		1	
APOD	ENSG00000189058	03q29	882	0.0104989	11.90	3.0816	1.9330		0																		1	
FBXO45	ENSG00000174013	03q29	5988	0.00597187	1.00	3.0875	1.9297		0																		1	
HES1	ENSG00000114315	03q29	1591	0.0269698	16.95	3.0873	1.9341		0																		1	
IQCG	ENSG00000114473	03q29	2611	0.0239838	9.19	3.0965	1.9327		0																		1	
MB21D2	ENSG00000180611	03q29	3071	0.0157966	5.14	3.0975	1.9354		1														1			1	1	
MUC4	ENSG00000145113	03q29	16862	0.545367	32.34	3.0831	1.9314		0																		1	
PAK2	ENSG00000180370	03q29	6199	0.0998844	16.11	3.0903	1.9302		1														1			1		
PLAAT1	ENSG00000127252	03q29	1079	0.00452707	4.20	3.0964	1.9349		0																		1	
RPL35A	ENSG00000182899	03q29	1332	0.00231169	1.74	3.0986	1.9326		0																		1	
SENP5	ENSG00000119231	03q29	6348	0.0210942	3.32	3.0928	1.9313		0																		1	
TFRC	ENSG00000072274	03q29	5304	0.0284146	5.36	3.0869	1.9306		1										1							1	1	
TNK2	ENSG00000061938	03q29	5535	0.0683876	12.36	3.0862	1.9315		0																		1	
FRYL	ENSG00000075539	04p11	12038	0.174148	14.47	2.5775	1.9172		0																		1	
ATP10D	ENSG00000145246	04p12	7462	0.0640532	8.58	2.5643	1.9131		0																		1	
CORIN	ENSG00000145244	04p12	5443	0.0668465	12.28	2.5665	1.9135		0																		1	
TEC	ENSG00000135605	04p12-p11	3733	0.0124254	3.33	2.5744	1.9148		1														1			1	1	
RHOH	ENSG00000168421	04p14	5480	0.00520131	0.95	2.5446	1.8942		1											1						1	1	
TLR1	ENSG00000174125	04p14	2867	0.0267771	9.34	2.5385	1.8922		0																		1	
DHX15	ENSG00000109606	04p15.2	3054	0.0257176	8.42	2.5326	1.8888		1										1							1		
PPARGC1A	ENSG00000109819	04p15.2	9061	0.0234059	2.58	2.5313	1.8882		0																		1	
FBXL5	ENSG00000118564	04p15.32	3557	0.017434	4.90	2.5304	1.8893		0																		1	
PROM1	ENSG00000007062	04p15.32	4738	0.0358312	7.56	2.5347	1.8895		0																		1	
DRD5	ENSG00000169676	04p16.1	2380	0.0233096	9.79	2.5522	1.8915		0																		1	
KIAA0232	ENSG00000170871	04p16.1	7900	0.0277403	3.51	2.5436	1.8911		0																		1	
WDR1	ENSG00000071127	04p16.1	3205	0.0187825	5.86	2.5328	1.8863		0																		1	
CRIPAK		04p16.3		0.0642458		2.5577	1.8832		0																		1	
GRK4	ENSG00000125388	04p16.3	4087	0.0750337	18.36	2.5357	1.8847		0																		1	
TACC3	ENSG00000013810	04p16.3	3173	0.0280293	8.83	2.5720	1.8852		0																		1	
ZNF721	ENSG00000182903	04p16.3	5423	0.0172414	3.18	2.5542	1.8799		1														1			1		
CHIC2	ENSG00000109220	04q12	1133	0.00404546	3.57	2.7733	1.9278		0																		1	
FIP1L1	ENSG00000145216	04q12	3537	0.285205	80.63	2.7456	1.9278		0																		1	
GSX2	ENSG00000180613	04q12	1681	0.00895781	5.33	2.7811	1.9279		0																		1	
NOA1	ENSG00000084092	04q12	2246	0.0267771	11.92	2.6435	1.9265		0																		1	
SGCB	ENSG00000163069	04q12	4272	0.00809093	1.89	2.6537	1.9285		0																		1	
ADGRL3	ENSG00000150471	04q13.1	13175	0.0785976	5.97	2.5894	1.9209		0																		1	
UGT2B17	ENSG00000197888	04q13.2	2101	0.0121364	5.78	2.9244	1.8836		1														1			1		
ANKRD17	ENSG00000132466	04q13.3	11079	0.107205	9.68	2.6029	1.9163		0																		1	
CXCL8	ENSG00000169429	04q13.3	1984	0.0032749	1.65	2.5927	1.9143		0																		1	
CCNI	ENSG00000118816	04q21.1	2787	0.00722404	2.59	2.5432	1.9090		0																		1	
RCHY1	ENSG00000163743	04q21.1	4722	0.00712772	1.51	2.5748	1.9138		0																		1	
ANTXR2	ENSG00000163297	04q21.21	8653	0.0445001	5.14	2.5075	1.9018		0																		1	
PRKG2	ENSG00000138669	04q21.21	5044	0.0169524	3.36	2.5028	1.9003		0																		1	
HNRNPD	ENSG00000138668	04q21.22	3104	0.00963206	3.10	2.4897	1.8964		0																		1	
SEC31A	ENSG00000138674	04q21.22	6282	0.0987286	15.72	2.4878	1.8957		0																		1	
HELQ	ENSG00000163312	04q21.23	3615	0.0547101	15.13	2.4851	1.8968		1											1						1	1	
WDFY3	ENSG00000163625	04q21.23	14831	0.155847	10.51	2.4858	1.8973		0																		1	
AFF1	ENSG00000172493	04q21.3-q22.1	9810	0.0909266	9.27	2.4960	1.8953		1														1			1	1	
ABCG2	ENSG00000118777	04q22.1	5170	0.163938	31.71	2.4904	1.8962		0																		1	
IBSP	ENSG00000029559	04q22.1	1601	0.014737	9.20	2.4918	1.8959		0																		1	
SPP1	ENSG00000118785	04q22.1	1668	0.039973	23.96	2.4911	1.8959		0																		1	
RAP1GDS1	ENSG00000138698	04q23	3810	0.0132922	3.49	2.4786	1.8930		1														1			1	1	
CXXC4	ENSG00000168772	04q24	5581	0.159699	28.61	2.4695	1.8902		0																		1	
NFKB1	ENSG00000109320	04q24	5620	0.0395877	7.04	2.4712	1.8919		0																		1	
PPP3CA	ENSG00000138814	04q24	4808	0.0140628	2.92	2.4715	1.8922		1														1			1	1	
DKK2	ENSG00000155011	04q25	4023	0.0107879	2.68	2.4706	1.8912		0																		1	A negative regulator of WNT signaling, is overexpressed or downregulated in various cancer types.
EGF	ENSG00000138798	04q25	6484	0.034868	5.38	2.4699	1.8932		1							1										1	1	
ENPEP	ENSG00000138792	04q25	6941	0.0287035	4.14	2.4720	1.8928		1														1			1		
ANK2	ENSG00000145362	04q25-q26	17808	0.206897	11.62	2.4684	1.8907		0																		1	
MYOZ2	ENSG00000172399	04q26	2573	0.024947	9.70	2.4868	1.8914		0																		1	
CCNA2	ENSG00000145386	04q27	2780	0.00857253	3.08	2.4822	1.8943		0																		1	
MAD2L1	ENSG00000164109	04q27	5247	0.00510499	0.97	2.4796	1.8930		0																		1	
FAT4	ENSG00000196159	04q28.1	17355	0.183491	10.57	2.4781	1.8932		1														1			1	1	
PLK4	ENSG00000142731	04q28.1	4045	0.0216721	5.36	2.4816	1.8931		0																		1	
SPRY1	ENSG00000164056	04q28.1	3041	0.00626084	2.06	2.4796	1.8939		0																		1	
NR3C2	ENSG00000151623	04q31	6125	0.0315931	5.16	2.4976	1.8876		0																		1	
MGARP	ENSG00000137463	04q31.1	1240	0.00481603	3.88	2.4963	1.8917		0																		1	
SETD7	ENSG00000145391	04q31.1	13978	0.0173377	1.24	2.5000	1.8929		0																		1	A histone methyltransferase, is infrequently mutated in a variety of human cancers.
IL15	ENSG00000164136	04q31.21	7573	0.00308226	0.41	2.5065	1.8946		1							1										1	1	
SMAD1	ENSG00000170365	04q31.21	3406	0.0290888	8.54	2.5023	1.8927		0																		1	
SMARCA5	ENSG00000153147	04q31.21	7780	0.0184935	2.38	2.5166	1.8955		0																		1	
DCLK2	ENSG00000170390	04q31.23-q31.3	4211	0.0183009	4.35	2.4893	1.8837		0																		1	
LRBA	ENSG00000198589	04q31.3	11510	0.147659	12.83	2.4864	1.8824		0																		1	
SFRP2	ENSG00000145423	04q31.3	2008	0.00866885	4.32	2.4835	1.8750		0																		1	A negative regulator of WNT signaling, is overexpressed in various cancer types.
SH3D19	ENSG00000109686	04q31.3	6174	0.015026	2.43	2.4856	1.8820		0																		1	
TLR2	ENSG00000137462	04q31.3	5015	0.0322674	6.43	2.4840	1.8753		0																		1	
GRIA2	ENSG00000120251	04q32.1	6082	0.0313042	5.15	2.4909	1.8759		0																		1	
NAF1	ENSG00000145414	04q32.2	2542	0.0184935	7.28	2.4852	1.8757		0																		1	
DDX60L	ENSG00000181381	04q32.3	7373	0.0641495	8.70	2.4900	1.8703		0																		1	
PALLD	ENSG00000129116	04q32.3	7074	0.039973	5.65	2.4859	1.8689		1							1										1	1	
TLL1	ENSG00000038295	04q32.3	7958	0.0640532	8.05	2.4839	1.8730		1														1			1		
FBXO8	ENSG00000164117	04q34.1	2004	0.00616452	3.08	2.4779	1.8604		0																		1	
NEIL3	ENSG00000109674	04q34.3	2403	0.0197457	8.22	2.4787	1.8546		1											1						1	1	
VEGFC	ENSG00000150630	04q34.3	2287	0.108457	47.42	2.4767	1.8577		0																		1	
ANKRD37	ENSG00000186352	04q35.1	804	0.00452707	5.63	2.4703	1.8450		0																		1	
CASP3	ENSG00000164305	04q35.1	2935	0.00683876	2.33	2.4684	1.8431		0																		1	
CENPU	ENSG00000151725	04q35.1	2546	0.0142554	5.60	2.4689	1.8437		0																		1	
DCTD	ENSG00000129187	04q35.1	2295	0.0139665	6.09	2.4745	1.8481		0																		1	
PDLIM3	ENSG00000154553	04q35.1	3026	0.0111732	3.69	2.4711	1.8448		0																		1	
SLC25A4	ENSG00000151729	04q35.1	4431	0.00886149	2.00	2.4711	1.8444		0																		1	
SORBS2	ENSG00000154556	04q35.1	8996	0.1335	14.84	2.4719	1.8446		0																		1	
DUX4	ENSG00000260596	04q35.2	1718	0.000577923	0.34				0																		1	
PAIP1	ENSG00000172239	05p12	3200	0.00992102	3.10	3.0776	1.9722		0																		1	
FBXO4	ENSG00000151876	05p13.1	2487	0.00760932	3.06	3.0480	1.9707		0																		1	
GHR	ENSG00000112964	05p13.1-p12	6000	0.0230206	3.84	3.0424	1.9709		0																		1	
GDNF	ENSG00000168621	05p13.2	4566	0.00549027	1.20	3.0747	1.9705		0																		1	
SKP2	ENSG00000145604	05p13.2	3877	0.00818725	2.11	3.0959	1.9732		0																		1	
WDR70	ENSG00000082068	05p13.2	3237	0.0356386	11.01	3.0831	1.9709		0																		1	
CDH6	ENSG00000113361	05p13.3	9010	0.0358312	3.98	3.0768	1.9702		0																		1	
PRDM9	ENSG00000164256	05p14.2	3237	0.0770564	23.80	3.1602	1.9634		0																		1	
CDH18	ENSG00000145526	05p14.3	6056	0.0531689	8.78	3.1373	1.9646		0																		1	
FBXL7	ENSG00000183580	05p15.1	4890	0.0282219	5.77	3.1169	1.9674		0																		1	
CTNND2	ENSG00000169862	05p15.2	6254	0.479869	76.73	3.0880	1.9662		0																		1	
DNAH5	ENSG00000039139	05p15.2	15949	0.182913	11.47	3.1139	1.9682		0																		1	
MTRR	ENSG00000124275	05p15.31	3360	0.0234059	6.97	3.0894	1.9663		1							1										1	1	
AHRR	ENSG00000063438	05p15.33	4717	0.0471971	10.01	3.0943	1.9449		0																		1	
BRD9	ENSG00000028310	05p15.33	2771	0.122423	44.18	3.1100	1.9473		0																		1	
SLC6A3	ENSG00000142319	05p15.33	4002	0.0237912	5.94	3.0829	1.9442		0																		1	
DDX4	ENSG00000152670	05q11.2	3039	0.0169524	5.58	2.5774	1.8842		0																			An RNA helicase, is altered by overexpression in ovarian cancers.
DHX29	ENSG00000067248	05q11.2	4778	0.0797534	16.69	2.5841	1.8877		0																		1	
MIER3	ENSG00000155545	05q11.2	5408	0.0127143	2.35	2.5552	1.8802		0																		1	
ERCC8	ENSG00000049167	05q12.1	9811	0.0170487	1.74	2.5417	1.8761		1								1									1		
ADAMTS6	ENSG00000049192	05q12.3	7409	0.0447891	6.05	2.5262	1.8780		0																		1	
HTR1A	ENSG00000178394	05q12.3	4576	0.060393	13.20	2.5281	1.8775		0																		1	
